cas,MolWt,LogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds,RingCount,AromaticRings,pEC50
100646513,344.754,3.9274000000000022,81.54,1.0,5.0,5.0,3.0,3.0,5.1096891733233365
76578126,344.754,3.9274000000000022,81.54,1.0,5.0,5.0,3.0,3.0,4.184267858909268
56296787,345.792,4.856800000000004,21.259999999999998,1.0,2.0,6.0,2.0,2.0,4.901400269385861
54739183,318.339,3.201500000000001,56.84,1.0,4.0,9.0,1.0,1.0,4.49392919084964
79617962,306.236,5.179600000000003,12.03,1.0,1.0,2.0,3.0,2.0,5.603156200312879
1037509,332.31700000000006,-1.525899999999999,118.5,1.0,7.0,5.0,2.0,2.0,4.343195528312764
69523,371.3940000000001,-4.012599999999998,115.56,2.0,6.0,4.0,3.0,1.0,2.569834883281145
15318453,356.22700000000003,0.40430000000000016,103.7,3.0,5.0,6.0,1.0,1.0,3.0445589868182354
114078,733.9370000000002,1.785600000000004,193.91,5.0,14.0,7.0,3.0,0.0,4.5527454257165125
70458967,319.336,1.2683,74.57000000000001,2.0,4.0,3.0,3.0,2.0,4.6118507034168195
639587,385.48200000000014,2.892300000000001,0.0,0.0,0.0,3.0,3.0,3.0,6.0
1153066,473.9710000000002,2.892300000000001,0.0,0.0,0.0,3.0,3.0,3.0,6.0
135886,219.287,4.583400000000002,12.03,1.0,1.0,2.0,3.0,3.0,4.89596826608932
307244,314.04999999999995,3.1744999999999997,37.3,1.0,1.0,4.0,0.0,0.0,1.8914349762671656
375859,364.0569999999999,3.8097999999999996,37.3,1.0,1.0,5.0,0.0,0.0,2.4180021226791277
335671,414.06399999999985,4.4451,37.3,1.0,1.0,6.0,0.0,0.0,3.090741896878148
375951,464.07099999999986,5.0804,37.3,1.0,1.0,7.0,0.0,0.0,2.9706162223147903
76039,163.387,1.4412000000000003,37.3,1.0,1.0,0.0,0.0,0.0,3.7132174986292856
71626114,325.40799999999996,3.440640000000002,46.60999999999999,0.0,3.0,5.0,2.0,2.0,5.369419840083644
57837191,279.33599999999996,1.8443399999999996,55.84,0.0,4.0,5.0,1.0,1.0,3.806689083234438
1897456,265.914,4.04356,47.58,0.0,2.0,0.0,1.0,1.0,6.078399380905307
57966957,198.18199999999993,-0.6419199999999998,103.58,2.0,5.0,3.0,0.0,0.0,5.4360357514322715
79983714,314.21600000000007,3.6629000000000036,50.94,1.0,3.0,6.0,2.0,2.0,5.676778817826997
39148248,351.08099999999996,2.951600000000001,130.11,0.0,9.0,6.0,0.0,0.0,6.051268596457999
7789006,194.188,-8.610100000000001,80.25999999999999,0.0,4.0,0.0,0.0,0.0,5.621144822551252
886500,241.364,2.2356999999999996,62.73000000000001,2.0,6.0,4.0,1.0,1.0,6.624246161114394
2631405,193.24599999999995,2.5282,38.33,1.0,2.0,2.0,1.0,1.0,5.512037414974927
2312358,350.48,3.9192000000000022,44.76000000000001,0.0,4.0,6.0,2.0,1.0,4.0671992452434775
62924703,421.7340000000001,5.340800000000004,89.52,0.0,5.0,6.0,2.0,2.0,5.533268163532594
60207901,342.22599999999994,3.653400000000003,49.169999999999995,0.0,4.0,5.0,3.0,2.0,6.06377309920678
38641940,228.18499999999997,-0.8506999999999996,132.88000000000002,5.0,4.0,4.0,0.0,0.0,3.900922598446396
75310,59.111999999999995,0.35350000000000004,26.02,1.0,1.0,0.0,0.0,0.0,3.7520776907541045
57921,581.5800000000003,-8.161100000000014,336.42999999999995,12.0,15.0,9.0,3.0,0.0,4.670429232425394
547320,272.265,-1.5430999999999993,100.04,1.0,5.0,3.0,2.0,2.0,5.309803919971486
723466,253.28300000000002,1.3660199999999998,98.22,2.0,5.0,3.0,2.0,2.0,5.2076083105017466
127560,236.228,-2.1182999999999987,91.33,1.0,4.0,2.0,1.0,1.0,4.207608310501746
